instruction,original,opcode,mnemonic,operand_count,has_vector_reg,has_memory,has_immediate,has_masking,register_width,memory_width,prefix_type
CMOVNGE m16,CMOVNGE r/m16,,CMOVNGE,1,0,1,0,0,16,16,NONE
CMOVNGE r32,CMOVNGE r/m32,,CMOVNGE,1,0,0,0,0,64,0,NONE
CMOVNGE m32,CMOVNGE r/m32,,CMOVNGE,1,0,1,0,0,0,32,NONE
CMOVNGE r64,CMOVNGE r/m64,,CMOVNGE,1,0,0,0,0,64,0,NONE
CMOVNGE m64,CMOVNGE r/m64,,CMOVNGE,1,0,1,0,0,0,64,NONE
CMOVNGE r16,CMOVNGE r16,,CMOVNGE,1,0,0,0,0,64,0,NONE
CMOVNGE r32,CMOVNGE r32,,CMOVNGE,1,0,0,0,0,64,0,NONE
CMOVNGE r64,CMOVNGE r64,,CMOVNGE,1,0,0,0,0,64,0,NONE
CMOVNL r16,CMOVNL r/m16,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNL m16,CMOVNL r/m16,,CMOVNL,1,0,1,0,0,16,16,NONE
CMOVNL r32,CMOVNL r/m32,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNL m32,CMOVNL r/m32,,CMOVNL,1,0,1,0,0,0,32,NONE
CMOVNL r64,CMOVNL r/m64,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNL m64,CMOVNL r/m64,,CMOVNL,1,0,1,0,0,0,64,NONE
CMOVNL r16,CMOVNL r16,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNL r32,CMOVNL r32,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNL r64,CMOVNL r64,,CMOVNL,1,0,0,0,0,64,0,NONE
CMOVNLE r16,CMOVNLE r/m16,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNLE m16,CMOVNLE r/m16,,CMOVNLE,1,0,1,0,0,16,16,NONE
CMOVNLE r32,CMOVNLE r/m32,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNLE m32,CMOVNLE r/m32,,CMOVNLE,1,0,1,0,0,0,32,NONE
CMOVNLE r64,CMOVNLE r/m64,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNLE m64,CMOVNLE r/m64,,CMOVNLE,1,0,1,0,0,0,64,NONE
CMOVNLE r16,CMOVNLE r16,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNLE r32,CMOVNLE r32,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNLE r64,CMOVNLE r64,,CMOVNLE,1,0,0,0,0,64,0,NONE
CMOVNO r16,CMOVNO r/m16,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNO m16,CMOVNO r/m16,,CMOVNO,1,0,1,0,0,16,16,NONE
CMOVNO r32,CMOVNO r/m32,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNO m32,CMOVNO r/m32,,CMOVNO,1,0,1,0,0,0,32,NONE
CMOVNO r64,CMOVNO r/m64,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNO m64,CMOVNO r/m64,,CMOVNO,1,0,1,0,0,0,64,NONE
CMOVNO r16,CMOVNO r16,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNO r32,CMOVNO r32,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNO r64,CMOVNO r64,,CMOVNO,1,0,0,0,0,64,0,NONE
CMOVNP r16,CMOVNP r/m16,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNP m16,CMOVNP r/m16,,CMOVNP,1,0,1,0,0,16,16,NONE
CMOVNP r32,CMOVNP r/m32,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNP m32,CMOVNP r/m32,,CMOVNP,1,0,1,0,0,0,32,NONE
CMOVNP r64,CMOVNP r/m64,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNP m64,CMOVNP r/m64,,CMOVNP,1,0,1,0,0,0,64,NONE
CMOVNP r16,CMOVNP r16,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNP r32,CMOVNP r32,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNP r64,CMOVNP r64,,CMOVNP,1,0,0,0,0,64,0,NONE
CMOVNS r16,CMOVNS r/m16,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNS m16,CMOVNS r/m16,,CMOVNS,1,0,1,0,0,16,16,NONE
CMOVNS r32,CMOVNS r/m32,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNS m32,CMOVNS r/m32,,CMOVNS,1,0,1,0,0,0,32,NONE
CMOVNS r64,CMOVNS r/m64,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNS m64,CMOVNS r/m64,,CMOVNS,1,0,1,0,0,0,64,NONE
CMOVNS r16,CMOVNS r16,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNS r32,CMOVNS r32,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNS r64,CMOVNS r64,,CMOVNS,1,0,0,0,0,64,0,NONE
CMOVNZ r16,CMOVNZ r/m16,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVNZ m16,CMOVNZ r/m16,,CMOVNZ,1,0,1,0,0,16,16,NONE
CMOVNZ r32,CMOVNZ r/m32,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVNZ m32,CMOVNZ r/m32,,CMOVNZ,1,0,1,0,0,0,32,NONE
CMOVNZ r64,CMOVNZ r/m64,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVNZ m64,CMOVNZ r/m64,,CMOVNZ,1,0,1,0,0,0,64,NONE
CMOVNZ r16,CMOVNZ r16,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVNZ r32,CMOVNZ r32,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVNZ r64,CMOVNZ r64,,CMOVNZ,1,0,0,0,0,64,0,NONE
CMOVO r16,CMOVO r/m16,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVO m16,CMOVO r/m16,,CMOVO,1,0,1,0,0,16,16,NONE
CMOVO r32,CMOVO r/m32,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVO m32,CMOVO r/m32,,CMOVO,1,0,1,0,0,0,32,NONE
CMOVO r64,CMOVO r/m64,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVO m64,CMOVO r/m64,,CMOVO,1,0,1,0,0,0,64,NONE
CMOVO r16,CMOVO r16,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVO r32,CMOVO r32,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVO r64,CMOVO r64,,CMOVO,1,0,0,0,0,64,0,NONE
CMOVP r16,CMOVP r/m16,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVP m16,CMOVP r/m16,,CMOVP,1,0,1,0,0,16,16,NONE
CMOVP r32,CMOVP r/m32,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVP m32,CMOVP r/m32,,CMOVP,1,0,1,0,0,0,32,NONE
CMOVP r64,CMOVP r/m64,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVP m64,CMOVP r/m64,,CMOVP,1,0,1,0,0,0,64,NONE
CMOVP r16,CMOVP r16,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVP r32,CMOVP r32,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVP r64,CMOVP r64,,CMOVP,1,0,0,0,0,64,0,NONE
CMOVPE r16,CMOVPE r/m16,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPE m16,CMOVPE r/m16,,CMOVPE,1,0,1,0,0,16,16,NONE
CMOVPE r32,CMOVPE r/m32,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPE m32,CMOVPE r/m32,,CMOVPE,1,0,1,0,0,0,32,NONE
CMOVPE r64,CMOVPE r/m64,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPE m64,CMOVPE r/m64,,CMOVPE,1,0,1,0,0,0,64,NONE
CMOVPE r16,CMOVPE r16,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPE r32,CMOVPE r32,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPE r64,CMOVPE r64,,CMOVPE,1,0,0,0,0,64,0,NONE
CMOVPO r16,CMOVPO r/m16,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVPO m16,CMOVPO r/m16,,CMOVPO,1,0,1,0,0,16,16,NONE
CMOVPO r32,CMOVPO r/m32,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVPO m32,CMOVPO r/m32,,CMOVPO,1,0,1,0,0,0,32,NONE
CMOVPO r64,CMOVPO r/m64,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVPO m64,CMOVPO r/m64,,CMOVPO,1,0,1,0,0,0,64,NONE
CMOVPO r16,CMOVPO r16,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVPO r32,CMOVPO r32,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVPO r64,CMOVPO r64,,CMOVPO,1,0,0,0,0,64,0,NONE
CMOVS r16,CMOVS r/m16,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVS m16,CMOVS r/m16,,CMOVS,1,0,1,0,0,16,16,NONE
CMOVS r32,CMOVS r/m32,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVS m32,CMOVS r/m32,,CMOVS,1,0,1,0,0,0,32,NONE
CMOVS r64,CMOVS r/m64,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVS m64,CMOVS r/m64,,CMOVS,1,0,1,0,0,0,64,NONE
CMOVS r16,CMOVS r16,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVS r32,CMOVS r32,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVS r64,CMOVS r64,,CMOVS,1,0,0,0,0,64,0,NONE
CMOVZ r16,CMOVZ r/m16,,CMOVZ,1,0,0,0,0,64,0,NONE
CMOVZ m16,CMOVZ r/m16,,CMOVZ,1,0,1,0,0,16,16,NONE
CMOVZ r32,CMOVZ r/m32,,CMOVZ,1,0,0,0,0,64,0,NONE
CMOVZ m32,CMOVZ r/m32,,CMOVZ,1,0,1,0,0,0,32,NONE
CMOVZ r64,CMOVZ r/m64,,CMOVZ,1,0,0,0,0,64,0,NONE
CMOVZ m64,CMOVZ r/m64,,CMOVZ,1,0,1,0,0,0,64,NONE
CMOVZ r16,CMOVZ r16,,CMOVZ,1,0,0,0,0,64,0,NONE
CMOVZ r32,CMOVZ r32,,CMOVZ,1,0,0,0,0,64,0,NONE
CMOVZ r64,CMOVZ r64,,CMOVZ,1,0,0,0,0,64,0,NONE
CMP AL,CMP AL,,CMP,1,0,0,0,0,8,0,NONE
CMP AX,CMP AX,,CMP,1,0,0,0,0,16,0,NONE
CMP EAX,CMP EAX,,CMP,1,0,0,0,0,32,0,NONE
CMP RAX,CMP RAX,,CMP,1,0,0,0,0,64,0,NONE
CMP imm16,CMP imm16,,CMP,1,0,1,1,0,16,16,NONE
CMP imm32,CMP imm32,,CMP,1,0,1,1,0,32,32,NONE
CMP imm8,CMP imm8,,CMP,1,0,1,1,0,8,8,NONE
CMP r16,CMP r/m16,,CMP,1,0,0,0,0,64,0,NONE
CMP m16,CMP r/m16,,CMP,1,0,1,0,0,16,16,NONE
CMP r32,CMP r/m32,,CMP,1,0,0,0,0,64,0,NONE
CMP m32,CMP r/m32,,CMP,1,0,1,0,0,0,32,NONE
CMP r64,CMP r/m64,,CMP,1,0,0,0,0,64,0,NONE
CMP m64,CMP r/m64,,CMP,1,0,1,0,0,0,64,NONE
CMP r81,CMP r/m81,,CMP,1,0,0,0,0,64,0,NONE
CMP m81,CMP r/m81,,CMP,1,0,1,0,0,8,8,NONE
CMP r16,CMP r16,,CMP,1,0,0,0,0,64,0,NONE
CMP r32,CMP r32,,CMP,1,0,0,0,0,64,0,NONE
CMP r64,CMP r64,,CMP,1,0,0,0,0,64,0,NONE
CMP r81,CMP r81,,CMP,1,0,0,0,0,64,0,NONE
CMPCCXADD,CMPCCXADD,,CMPCCXADD,0,0,0,0,0,16,0,NONE
CMPS m16,CMPS m16,,CMPS,1,0,1,0,0,16,16,NONE
CMPS m32,CMPS m32,,CMPS,1,0,1,0,0,0,32,NONE
CMPS m64,CMPS m64,,CMPS,1,0,1,0,0,0,64,NONE
CMPS m8,CMPS m8,,CMPS,1,0,1,0,0,8,8,NONE
CMPSB,CMPSB,,CMPSB,0,0,0,0,0,0,0,NONE
CMPSD,CMPSD,,CMPSD,0,0,0,0,0,0,0,NONE
CMPSQ,CMPSQ,,CMPSQ,0,0,0,0,0,0,0,NONE
CMPSW,CMPSW,,CMPSW,0,0,0,0,0,0,0,NONE
CMPXCHG r16,CMPXCHG r/m16,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG m16,CMPXCHG r/m16,,CMPXCHG,1,0,1,0,0,16,16,NONE
CMPXCHG r32,CMPXCHG r/m32,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG m32,CMPXCHG r/m32,,CMPXCHG,1,0,1,0,0,8,32,NONE
CMPXCHG r64,CMPXCHG r/m64,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG m64,CMPXCHG r/m64,,CMPXCHG,1,0,1,0,0,8,64,NONE
CMPXCHG r81,CMPXCHG r/m81,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG m81,CMPXCHG r/m81,,CMPXCHG,1,0,1,0,0,8,8,NONE
CMPXCHG r16,CMPXCHG r16,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG r32,CMPXCHG r32,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG r64,CMPXCHG r64,,CMPXCHG,1,0,0,0,0,64,0,NONE
CMPXCHG r81,CMPXCHG r81,,CMPXCHG,1,0,0,0,0,64,0,NONE
CPUID,CPUID,,CPUID,0,0,0,0,0,0,0,NONE
CQO,CQO,,CQO,0,0,0,0,0,0,0,NONE
CR0 from register,CR0 from register,,CR0,2,0,0,0,0,0,0,NONE
CR0-CR4 from register,CR0-CR4 from register,,CR0-CR4,2,0,0,0,0,0,0,NONE
CR2 from register,CR2 from register,,CR2,2,0,0,0,0,0,0,NONE
CR3 from register,CR3 from register,,CR3,2,0,0,0,0,0,0,NONE
CR4 from register,CR4 from register,,CR4,2,0,0,0,0,0,0,NONE
CRx from qwordregister,CRx from qwordregister,,CRx,2,0,1,0,0,0,64,NONE
CS segment override,CS segment override,,CS,2,0,0,0,0,0,0,NONE
CWD,CWD,,CWD,0,0,0,0,0,0,0,NONE
CWDE,CWDE,,CWDE,0,0,0,0,0,0,0,NONE
D9 F4FXTRACT,D9 F4FXTRACT,,D9,1,0,0,0,0,0,0,NONE
DAA,DAA,,DAA,0,0,0,0,0,0,0,NONE
DAS,DAS,,DAS,0,0,0,0,0,0,0,NONE
DEC r16,DEC r/m16,,DEC,1,0,0,0,0,64,0,NONE
DEC m16,DEC r/m16,,DEC,1,0,1,0,0,16,16,NONE
DEC r32,DEC r/m32,,DEC,1,0,0,0,0,64,0,NONE
DEC m32,DEC r/m32,,DEC,1,0,1,0,0,0,32,NONE
DEC r64,DEC r/m64,,DEC,1,0,0,0,0,64,0,NONE
DEC m64,DEC r/m64,,DEC,1,0,1,0,0,0,64,NONE
DEC r81,DEC r/m81,,DEC,1,0,0,0,0,64,0,NONE
DEC m81,DEC r/m81,,DEC,1,0,1,0,0,8,8,NONE
DEC r16,DEC r16,,DEC,1,0,0,0,0,64,0,NONE
DEC r32,DEC r32,,DEC,1,0,0,0,0,64,0,NONE
DIV r16,DIV r/m16,,DIV,1,0,0,0,0,64,0,NONE
DIV m16,DIV r/m16,,DIV,1,0,1,0,0,16,16,NONE
DIV r32,DIV r/m32,,DIV,1,0,0,0,0,64,0,NONE
DIV m32,DIV r/m32,,DIV,1,0,1,0,0,0,32,NONE
DIV r64,DIV r/m64,,DIV,1,0,0,0,0,64,0,NONE
DIV m64,DIV r/m64,,DIV,1,0,1,0,0,0,64,NONE
DIV r81,DIV r/m81,,DIV,1,0,0,0,0,64,0,NONE
DIV m81,DIV r/m81,,DIV,1,0,1,0,0,8,8,NONE
DR0-DR3 from register,DR0-DR3 from register,,DR0-DR3,2,0,0,0,0,0,0,NONE
DR0-DR7 from quadregister,DR0-DR7 from quadregister,,DR0-DR7,2,0,0,0,0,0,0,NONE
DR0-DR7 from register,DR0-DR7 from register,,DR0-DR7,2,0,0,0,0,0,0,NONE
DR4-DR5 from register,DR4-DR5 from register,,DR4-DR5,2,0,0,0,0,0,0,NONE
DR6-DR7 from register,DR6-DR7 from register,,DR6-DR7,2,0,0,0,0,0,0,NONE
DS segment override,DS segment override,,DS,2,0,0,0,0,0,0,NONE
EDX:EAX with memory64,EDX:EAX with memory64,,EDX:EAX,2,0,0,0,0,32,0,NONE
EMMS,EMMS,,EMMS,0,0,0,0,0,0,0,NONE
ENTER 0,ENTER 0,,ENTER,1,0,0,0,0,0,0,NONE
ENTER 1,ENTER 1,,ENTER,1,0,0,0,0,0,0,NONE
ENTER imm16,ENTER imm16,,ENTER,1,0,1,1,0,16,16,NONE
ENTER imm8,ENTER imm8,,ENTER,1,0,1,1,0,8,8,NONE
ERETS,ERETS,,ERETS,0,0,0,0,0,0,0,NONE
ERETU,ERETU,,ERETU,0,0,0,0,0,0,0,NONE
ES segment override,ES segment override,,ES,2,0,0,0,0,0,0,NONE
EVEX-encoded 128-bit instructions,EVEX-encoded 128-bit instructions,,EVEX-encoded,2,0,0,0,0,0,0,NONE
EVEX-encoded 256-bit instructions,EVEX-encoded 256-bit instructions,,EVEX-encoded,2,0,0,0,0,0,0,NONE
EVEX-encoded 512-bit instructions,EVEX-encoded 512-bit instructions,,EVEX-encoded,2,0,0,0,0,0,0,NONE
VMOVUPS xmm1 {k1}{z},EVEX.128.0F.W0 10 /rVMOVUPS xmm1 {k1}{z},EVEX.128.0F.W0 10 /r,VMOVUPS,2,1,1,0,1,0,0,EVEX
VMOVUPS xmm2 {k1}{z},EVEX.128.0F.W0 11 /rVMOVUPS xmm2/m128 {k1}{z},EVEX.128.0F.W0 11 /r,VMOVUPS,2,1,1,0,1,0,0,EVEX
VMOVUPS m128 {k1}{z},EVEX.128.0F.W0 11 /rVMOVUPS xmm2/m128 {k1}{z},EVEX.128.0F.W0 11 /r,VMOVUPS,2,0,1,0,1,0,128,EVEX
VMOVHLPS xmm1,EVEX.128.0F.W0 12 /rVMOVHLPS xmm1,EVEX.128.0F.W0 12 /r,VMOVHLPS,1,1,1,0,0,0,0,EVEX
VMOVLPS xmm2,EVEX.128.0F.W0 12 /rVMOVLPS xmm2,EVEX.128.0F.W0 12 /r,VMOVLPS,1,1,1,0,0,0,0,EVEX
VMOVLPS m64,EVEX.128.0F.W0 13/rVMOVLPS m64,EVEX.128.0F.W0 13/r,VMOVLPS,1,0,1,0,0,0,64,EVEX
VUNPCKLPS xmm1 {k1}{z},EVEX.128.0F.W0 14 /rVUNPCKLPS xmm1 {k1}{z},EVEX.128.0F.W0 14 /r,VUNPCKLPS,2,1,1,0,1,0,0,EVEX
VUNPCKHPS xmm1 {k1}{z},EVEX.128.0F.W0 15 /rVUNPCKHPS xmm1 {k1}{z},EVEX.128.0F.W0 15 /r,VUNPCKHPS,2,1,1,0,1,0,0,EVEX
VMOVHPS xmm2,EVEX.128.0F.W0 16 /rVMOVHPS xmm2,EVEX.128.0F.W0 16 /r,VMOVHPS,1,1,1,0,0,0,0,EVEX
VMOVLHPS xmm1,EVEX.128.0F.W0 16 /rVMOVLHPS xmm1,EVEX.128.0F.W0 16 /r,VMOVLHPS,1,1,1,0,0,0,0,EVEX
VMOVHPS m64,EVEX.128.0F.W0 17 /rVMOVHPS m64,EVEX.128.0F.W0 17 /r,VMOVHPS,1,0,1,0,0,0,64,EVEX
VMOVAPS xmm1 {k1}{z},EVEX.128.0F.W0 28 /rVMOVAPS xmm1 {k1}{z},EVEX.128.0F.W0 28 /r,VMOVAPS,2,1,1,0,1,0,0,EVEX
VMOVAPS xmm2 {k1}{z},EVEX.128.0F.W0 29 /rVMOVAPS xmm2/m128 {k1}{z},EVEX.128.0F.W0 29 /r,VMOVAPS,2,1,1,0,1,0,0,EVEX
VMOVAPS m128 {k1}{z},EVEX.128.0F.W0 29 /rVMOVAPS xmm2/m128 {k1}{z},EVEX.128.0F.W0 29 /r,VMOVAPS,2,0,1,0,1,0,128,EVEX
VMOVNTPS m128,EVEX.128.0F.W0 2B /rVMOVNTPS m128,EVEX.128.0F.W0 2B /r,VMOVNTPS,1,0,1,0,0,0,128,EVEX
VSQRTPS xmm1 {k1}{z},EVEX.128.0F.W0 51 /rVSQRTPS xmm1 {k1}{z},EVEX.128.0F.W0 51 /r,VSQRTPS,2,1,1,0,1,0,0,EVEX
VANDPS xmm1 {k1}{z},EVEX.128.0F.W0 54 /rVANDPS xmm1 {k1}{z},EVEX.128.0F.W0 54 /r,VANDPS,2,1,1,0,1,0,0,EVEX
VANDNPS xmm1 {k1}{z},EVEX.128.0F.W0 55 /rVANDNPS xmm1 {k1}{z},EVEX.128.0F.W0 55 /r,VANDNPS,2,1,1,0,1,0,0,EVEX
VORPS xmm1 {k1}{z},EVEX.128.0F.W0 56 /rVORPS xmm1 {k1}{z},EVEX.128.0F.W0 56 /r,VORPS,2,1,1,0,1,0,0,EVEX
VXORPS xmm1 {k1}{z},EVEX.128.0F.W0 57 /rVXORPS xmm1 {k1}{z},EVEX.128.0F.W0 57 /r,VXORPS,2,1,1,0,1,0,0,EVEX
VADDPS xmm1 {k1}{z},EVEX.128.0F.W0 58 /rVADDPS xmm1 {k1}{z},EVEX.128.0F.W0 58 /r,VADDPS,2,1,1,0,1,0,0,EVEX
VMULPS xmm1 {k1}{z},EVEX.128.0F.W0 59 /rVMULPS xmm1 {k1}{z},EVEX.128.0F.W0 59 /r,VMULPS,2,1,1,0,1,0,0,EVEX
VCVTPS2PD xmm1 {k1}{z},EVEX.128.0F.W0 5A /rVCVTPS2PD xmm1 {k1}{z},EVEX.128.0F.W0 5A /r,VCVTPS2PD,2,1,1,0,1,0,0,EVEX
VCVTDQ2PS xmm1 {k1}{z},EVEX.128.0F.W0 5B /rVCVTDQ2PS xmm1 {k1}{z},EVEX.128.0F.W0 5B /r,VCVTDQ2PS,2,1,1,0,1,0,0,EVEX
VSUBPS xmm1 {k1}{z},EVEX.128.0F.W0 5C /rVSUBPS xmm1 {k1}{z},EVEX.128.0F.W0 5C /r,VSUBPS,2,1,1,0,1,0,0,EVEX
VMINPS xmm1 {k1}{z},EVEX.128.0F.W0 5D /rVMINPS xmm1 {k1}{z},EVEX.128.0F.W0 5D /r,VMINPS,2,1,1,0,1,0,0,EVEX
VDIVPS xmm1 {k1}{z},EVEX.128.0F.W0 5E /rVDIVPS xmm1 {k1}{z},EVEX.128.0F.W0 5E /r,VDIVPS,2,1,1,0,1,0,0,EVEX
VMAXPS xmm1 {k1}{z},EVEX.128.0F.W0 5F /rVMAXPS xmm1 {k1}{z},EVEX.128.0F.W0 5F /r,VMAXPS,2,1,1,0,1,16,0,EVEX
VCVTTPS2UDQ xmm1 {k1}{z},EVEX.128.0F.W0 78 /rVCVTTPS2UDQ xmm1 {k1}{z},EVEX.128.0F.W0 78 /r,VCVTTPS2UDQ,2,1,1,0,1,0,0,EVEX
VCVTPS2UDQ xmm1 {k1}{z},EVEX.128.0F.W0 79 /rVCVTPS2UDQ xmm1 {k1}{z},EVEX.128.0F.W0 79 /r,VCVTPS2UDQ,2,1,1,0,1,0,0,EVEX
EVEX.128.0F.W0 C2 /r ibVCMPPS k1 {k2},EVEX.128.0F.W0 C2 /r ibVCMPPS k1 {k2},,EVEX.128.0F.W0,5,0,0,0,1,0,0,NONE
EVEX.128.0F.W0 C6 /r ibVSHUFPS xmm1{k1}{z},EVEX.128.0F.W0 C6 /r ibVSHUFPS xmm1{k1}{z},,EVEX.128.0F.W0,4,1,1,0,1,0,0,NONE
EVEX.128.0F.W0 imm8,EVEX.128.0F.W0 imm8,,EVEX.128.0F.W0,1,0,1,1,0,8,8,NONE
EVEX.128.0F.W0 m64,EVEX.128.0F.W0 m64,,EVEX.128.0F.W0,1,0,1,0,0,0,64,NONE
EVEX.128.0F.W0 xmm1,EVEX.128.0F.W0 xmm1,,EVEX.128.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.0F.W0 xmm2,EVEX.128.0F.W0 xmm2,,EVEX.128.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.0F.W0 xmm2,EVEX.128.0F.W0 xmm2/m128,,EVEX.128.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.0F.W0 m128,EVEX.128.0F.W0 xmm2/m128,,EVEX.128.0F.W0,1,0,1,0,0,0,128,NONE
EVEX.128.0F.W0 xmm2/m32bcst,EVEX.128.0F.W0 xmm2/m128/m32bcst,,EVEX.128.0F.W0,1,1,1,0,0,0,32,NONE
EVEX.128.0F.W0 m128/m32bcst,EVEX.128.0F.W0 xmm2/m128/m32bcst,,EVEX.128.0F.W0,1,0,1,0,0,0,128,NONE
EVEX.128.0F.W0 xmm2/m32bcst,EVEX.128.0F.W0 xmm2/m64/m32bcst,,EVEX.128.0F.W0,1,1,1,0,0,0,32,NONE
EVEX.128.0F.W0 m64/m32bcst,EVEX.128.0F.W0 xmm2/m64/m32bcst,,EVEX.128.0F.W0,1,0,1,0,0,0,64,NONE
EVEX.128.0F.W0 xmm3,EVEX.128.0F.W0 xmm3,,EVEX.128.0F.W0,1,1,1,0,0,0,0,NONE
EVEX.128.0F.W0 xmm3/m32bcst,EVEX.128.0F.W0 xmm3/m128/m32bcst,,EVEX.128.0F.W0,1,1,1,0,0,0,32,NONE
EVEX.128.0F.W0 m128/m32bcst,EVEX.128.0F.W0 xmm3/m128/m32bcst,,EVEX.128.0F.W0,1,0,1,0,0,0,128,NONE
VCVTQQ2PS xmm1 {k1}{z},EVEX.128.0F.W1 5B /rVCVTQQ2PS xmm1 {k1}{z},EVEX.128.0F.W1 5B /r,VCVTQQ2PS,2,1,1,0,1,0,0,EVEX
VCVTTPD2UDQ xmm1 {k1}{z},EVEX.128.0F.W1 78 /rVCVTTPD2UDQ xmm1 {k1}{z},EVEX.128.0F.W1 78 /r,VCVTTPD2UDQ,2,1,1,0,1,0,0,EVEX
VCVTPD2UDQ xmm1 {k1}{z},EVEX.128.0F.W1 79 /rVCVTPD2UDQ xmm1 {k1}{z},EVEX.128.0F.W1 79 /r,VCVTPD2UDQ,2,1,1,0,1,0,0,EVEX
EVEX.128.0F.W1 xmm2/m64bcst,EVEX.128.0F.W1 xmm2/m128/m64bcst,,EVEX.128.0F.W1,1,1,1,0,0,0,64,NONE
EVEX.128.0F.W1 m128/m64bcst,EVEX.128.0F.W1 xmm2/m128/m64bcst,,EVEX.128.0F.W1,1,0,1,0,0,0,128,NONE
VPMINUB xmm1 {k1}{z},EVEX.128.66.0F DA /rVPMINUB xmm1 {k1}{z},EVEX.128.66.0F DA /r,VPMINUB,2,1,1,0,1,0,0,EVEX
EVEX.128.66.0F xmm2,EVEX.128.66.0F xmm2,,EVEX.128.66.0F,1,1,1,0,0,0,0,NONE
EVEX.128.66.0F xmm3,EVEX.128.66.0F xmm3/m128,,EVEX.128.66.0F,1,1,1,0,0,0,0,NONE
EVEX.128.66.0F m128,EVEX.128.66.0F xmm3/m128,,EVEX.128.66.0F,1,0,1,0,0,0,128,NONE
VCVTPS2DQ xmm1 {k1}{z},EVEX.128.66.0F.W0 5B /rVCVTPS2DQ xmm1 {k1}{z},EVEX.128.66.0F.W0 5B /r,VCVTPS2DQ,2,1,1,0,1,0,0,EVEX
