Instruction Syntax
EVEX.256.66.0F38.W1 BE /rVFNMSUB231PD ymm1 {k1}{z}
EVEX.256.66.0F38.W1 C4 /rVPCONFLICTQ ymm1 {k1}{z}
EVEX.256.66.0F38.W1 m128
EVEX.256.66.0F38.W1 m256
EVEX.256.66.0F38.W1 r64
EVEX.256.66.0F38.W1 vm32x
EVEX.256.66.0F38.W1 vm64y
EVEX.256.66.0F38.W1 xmm2/m64
EVEX.256.66.0F38.W1 ymm1
EVEX.256.66.0F38.W1 ymm2
EVEX.256.66.0F38.W1 ymm2/m256
EVEX.256.66.0F38.W1 ymm2/m256/m64bcst
EVEX.256.66.0F38.W1 ymm3/m256
EVEX.256.66.0F38.W1 ymm3/m256/m64bcst
EVEX.256.66.0F38.WIG 00 /rVPSHUFB ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 04 /rVPMADDUBSW ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 0B /rVPMULHRSW ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 1C /rVPABSB ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 1D /rVPABSW ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 20 /rVPMOVSXBW ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 21 /rVPMOVSXBD ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 22 /rVPMOVSXBQ ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 23 /rVPMOVSXWD ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 24 /rVPMOVSXWQ ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 30 /rVPMOVZXBW ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 31 /rVPMOVZXBD ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 32 /rVPMOVZXBQ ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 33 /rVPMOVZXWD ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 34 /rVPMOVZXWQ ymm1 {k1}{z}
EVEX.256.66.0F38.WIG 38 /rVPMINSB ymm1{k1}{z}
EVEX.256.66.0F38.WIG 3C /rVPMAXSB ymm1{k1}{z}
EVEX.256.66.0F38.WIG 3E /rVPMAXUW ymm1{k1}{z}
EVEX.256.66.0F38.WIG DC /rVAESENC ymm1
EVEX.256.66.0F38.WIG DD /rVAESENCLAST ymm1
EVEX.256.66.0F38.WIG DE /rVAESDEC ymm1
EVEX.256.66.0F38.WIG DF /rVAESDECLAST ymm1
EVEX.256.66.0F38.WIG xmm2/m128
EVEX.256.66.0F38.WIG xmm2/m32
EVEX.256.66.0F38.WIG xmm2/m64
EVEX.256.66.0F38.WIG ymm2
EVEX.256.66.0F38.WIG ymm2/m256
EVEX.256.66.0F38.WIG ymm3/m256
EVEX.256.66.0F3A.W0 03 /r ibVALIGND ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 04 /r ibVPERMILPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 08 /r ibVRNDSCALEPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 18 /r ibVINSERTF32X4 ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 19 /r ibVEXTRACTF32X4 xmm1/m128 {k1}{z}
EVEX.256.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1/m128 {k1}{z}
EVEX.256.66.0F3A.W0 1E /r ibVPCMPUD k1 {k2}
EVEX.256.66.0F3A.W0 1F /r ibVPCMPD k1 {k2}
EVEX.256.66.0F3A.W0 23 /r ibVSHUFF32X4 ymm1{k1}{z}
EVEX.256.66.0F3A.W0 25 /r ibVPTERNLOGD ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 26 /r ibVGETMANTPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 38 /r ibVINSERTI32X4 ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 39 /r ibVEXTRACTI32X4 xmm1/m128 {k1}{z}
EVEX.256.66.0F3A.W0 3E /r ibVPCMPUB k1 {k2}
EVEX.256.66.0F3A.W0 3F /r ibVPCMPB k1 {k2}
EVEX.256.66.0F3A.W0 42 /r ibVDBPSADBW ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 43 /r ibVSHUFI32X4 ymm1{k1}{z}
EVEX.256.66.0F3A.W0 50 /r ibVRANGEPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 54 /rVFIXUPIMMPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 56 /r ibVREDUCEPS ymm1 {k1}{z}
EVEX.256.66.0F3A.W0 66 /r ibVFPCLASSPS k2 {k1}
EVEX.256.66.0F3A.W0 71 /r /ibVPSHLDD ymm1{k1}{z}
EVEX.256.66.0F3A.W0 73 /r /ibVPSHRDD ymm1{k1}{z}
EVEX.256.66.0F3A.W0 imm8
EVEX.256.66.0F3A.W0 xmm3/m128
EVEX.256.66.0F3A.W0 ymm2
EVEX.256.66.0F3A.W0 ymm2/m256/m32bcst
EVEX.256.66.0F3A.W0 ymm3/m256
EVEX.256.66.0F3A.W0 ymm3/m256/m32bcst
EVEX.256.66.0F3A.W1 00 /r ibVPERMQ ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 01 /r ibVPERMPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 03 /r ibVALIGNQ ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 05 /r ibVPERMILPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 09 /r ibVRNDSCALEPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 18 /r ibVINSERTF64X2 ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 19 /r ibVEXTRACTF64X2 xmm1/m128 {k1}{z}
EVEX.256.66.0F3A.W1 1E /r ibVPCMPUQ k1 {k2}
EVEX.256.66.0F3A.W1 1F /r ibVPCMPQ k1 {k2}
EVEX.256.66.0F3A.W1 23 /r ibVSHUFF64X2 ymm1{k1}{z}
EVEX.256.66.0F3A.W1 25 /r ibVPTERNLOGQ ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 26 /r ibVGETMANTPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 38 /r ibVINSERTI64X2 ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 39 /r ibVEXTRACTI64X2 xmm1/m128 {k1}{z}
EVEX.256.66.0F3A.W1 3E /r ibVPCMPUW k1 {k2}
EVEX.256.66.0F3A.W1 3F /r ibVPCMPW k1 {k2}
EVEX.256.66.0F3A.W1 43 /r ibVSHUFI64X2 ymm1{k1}{z}
EVEX.256.66.0F3A.W1 50 /r ibVRANGEPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 54 /r ibVFIXUPIMMPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 56 /r ibVREDUCEPD ymm1 {k1}{z}
EVEX.256.66.0F3A.W1 66 /r ibVFPCLASSPD k2 {k1}
EVEX.256.66.0F3A.W1 70 /r /ibVPSHLDW ymm1{k1}{z}
EVEX.256.66.0F3A.W1 71 /r /ibVPSHLDQ ymm1{k1}{z}
EVEX.256.66.0F3A.W1 72 /r /ibVPSHRDW ymm1{k1}{z}
EVEX.256.66.0F3A.W1 73 /r /ibVPSHRDQ ymm1{k1}{z}
EVEX.256.66.0F3A.W1 CE /r /ibVGF2P8AFFINEQB ymm1{k1}{z}
EVEX.256.66.0F3A.W1 CF /r /ibVGF2P8AFFINEINVQB ymm1{k1}{z}
EVEX.256.66.0F3A.W1 imm8
EVEX.256.66.0F3A.W1 xmm3/m128
EVEX.256.66.0F3A.W1 ymm2
EVEX.256.66.0F3A.W1 ymm2/m256/m64bcst
EVEX.256.66.0F3A.W1 ymm3/m256
EVEX.256.66.0F3A.W1 ymm3/m256/m64bcst
EVEX.256.66.0F3A.WIG 0F /r ibVPALIGNR ymm1 {k1}{z}
EVEX.256.66.0F3A.WIG 44 /r /ibVPCLMULQDQ ymm1
EVEX.256.66.0F3A.WIG imm8
EVEX.256.66.0F3A.WIG ymm2
EVEX.256.66.0F3A.WIG ymm3/m256
EVEX.256.66.MAP5.W0 1D /rVCVTPS2PHX xmm1{k1}{z}
EVEX.256.66.MAP5.W0 5B /rVCVTPH2DQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 78 /rVCVTTPH2UQQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 79 /rVCVTPH2UQQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7A /rVCVTTPH2QQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7B /rVCVTPH2QQ ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7C /rVCVTTPH2W ymm1{k1}{z}
EVEX.256.66.MAP5.W0 7D /rVCVTPH2W ymm1{k1}{z}
EVEX.256.66.MAP5.W0 xmm2/m128/m16bcst
EVEX.256.66.MAP5.W0 xmm2/m64/m16bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m16bcst
EVEX.256.66.MAP5.W0 ymm2/m256/m32bcst
EVEX.256.66.MAP5.W1 5A /rVCVTPD2PH xmm1{k1}{z}
EVEX.256.66.MAP5.W1 ymm2/m256/m64bcst
EVEX.256.66.MAP6.W0 13 /rVCVTPH2PSX ymm1{k1}{z}
EVEX.256.66.MAP6.W0 2C /rVSCALEFPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 42 /rVGETEXPPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 4C /rVRCPPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 4E /rVRSQRTPH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 96 /rVFMADDSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 97 /rVFMSUBADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 98 /rVFMADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9A /rVFMSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9C /rVFNMADD132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 9E /rVFNMSUB132PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A6 /rVFMADDSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A7 /rVFMSUBADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 A8 /rVFMADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AA /rVFMSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AC /rVFNMADD213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 AE /rVFNMSUB213PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B6 /rVFMADDSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B7 /rVFMSUBADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 B8 /rVFMADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BA /rVFMSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BC /rVFNMADD231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 BE /rVFNMSUB231PH ymm1{k1}{z}
EVEX.256.66.MAP6.W0 xmm2/m128/m16bcst
EVEX.256.66.MAP6.W0 ymm2
EVEX.256.66.MAP6.W0 ymm2/m256/m16bcst
EVEX.256.66.MAP6.W0 ymm3/m256/m16bcst
EVEX.256.F2.0F.W0 6F /rVMOVDQU8 ymm1 {k1}{z}
EVEX.256.F2.0F.W0 7A /rVCVTUDQ2PS ymm1 {k1}{z}
EVEX.256.F2.0F.W0 7F /rVMOVDQU8 ymm2/m256 {k1}{z}
EVEX.256.F2.0F.W0 ymm1
EVEX.256.F2.0F.W0 ymm2/m256
EVEX.256.F2.0F.W0 ymm2/m256/m32bcst
EVEX.256.F2.0F.W1 12 /rVMOVDDUP ymm1 {k1}{z}
EVEX.256.F2.0F.W1 6F /rVMOVDQU16 ymm1 {k1}{z}
EVEX.256.F2.0F.W1 7A /rVCVTUQQ2PS xmm1 {k1}{z}
EVEX.256.F2.0F.W1 7F /rVMOVDQU16 ymm2/m256 {k1}{z}
EVEX.256.F2.0F.W1 E6 /rVCVTPD2DQ xmm1 {k1}{z}
EVEX.256.F2.0F.W1 ymm1
EVEX.256.F2.0F.W1 ymm2/m256
EVEX.256.F2.0F.W1 ymm2/m256/m64bcst
EVEX.256.F2.0F.WIG 70 /r ibVPSHUFLW ymm1 {k1}{z}
EVEX.256.F2.0F.WIG imm8
EVEX.256.F2.0F.WIG ymm2/m256
EVEX.256.F2.0F38.W0 72 /rVCVTNE2PS2BF16 ymm1{k1}{z}
EVEX.256.F2.0F38.W0 ymm2
EVEX.256.F2.0F38.W0 ymm3/m256/m32bcst
EVEX.256.F2.MAP5.W0 7A /rVCVTUDQ2PH xmm1{k1}{z}
EVEX.256.F2.MAP5.W0 7D /rVCVTUW2PH ymm1{k1}{z}
EVEX.256.F2.MAP5.W0 ymm2/m256/m16bcst
EVEX.256.F2.MAP5.W0 ymm2/m256/m32bcst
EVEX.256.F2.MAP5.W1 7A /rVCVTUQQ2PH xmm1{k1}{z}
EVEX.256.F2.MAP5.W1 ymm2/m256/m64bcst
EVEX.256.F2.MAP6.W0 56 /rVFCMADDCPH ymm1{k1}{z}
EVEX.256.F2.MAP6.W0 D6 /rVFCMULCPH ymm1{k1}{z}
EVEX.256.F2.MAP6.W0 ymm2
EVEX.256.F2.MAP6.W0 ymm3/m256/m32bcst
EVEX.256.F3.0F.W0 12 /rVMOVSLDUP ymm1 {k1}{z}
EVEX.256.F3.0F.W0 16 /rVMOVSHDUP ymm1 {k1}{z}
EVEX.256.F3.0F.W0 5B /rVCVTTPS2DQ ymm1 {k1}{z}
EVEX.256.F3.0F.W0 6F /rVMOVDQU32 ymm1 {k1}{z}
EVEX.256.F3.0F.W0 7A /rVCVTUDQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W0 7F /rVMOVDQU32 ymm2/m256 {k1}{z}
EVEX.256.F3.0F.W0 E6 /rVCVTDQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W0 xmm2/m128/m32bcst
EVEX.256.F3.0F.W0 ymm1
EVEX.256.F3.0F.W0 ymm2/m256
EVEX.256.F3.0F.W0 ymm2/m256/m32bcst
EVEX.256.F3.0F.W1 6F /rVMOVDQU64 ymm1 {k1}{z}
EVEX.256.F3.0F.W1 7A /rVCVTUQQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W1 7F /rVMOVDQU64 ymm2/m256 {k1}{z}
EVEX.256.F3.0F.W1 E6 /rVCVTQQ2PD ymm1 {k1}{z}
EVEX.256.F3.0F.W1 ymm1
EVEX.256.F3.0F.W1 ymm2/m256
EVEX.256.F3.0F.W1 ymm2/m256/m64bcst
EVEX.256.F3.0F.WIG 70 /r ibVPSHUFHW ymm1 {k1}{z}
EVEX.256.F3.0F.WIG imm8
EVEX.256.F3.0F.WIG ymm2/m256
EVEX.256.F3.0F38.W0 10 /rVPMOVUSWB xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 11 /rVPMOVUSDB xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 12 /rVPMOVUSQB xmm1/m32 {k1}{z}
EVEX.256.F3.0F38.W0 13 /rVPMOVUSDW xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 14 /rVPMOVUSQW xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 15 /rVPMOVUSQD xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 20 /rVPMOVSWB xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 21 /rVPMOVSDB xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 22 /rVPMOVSQB xmm1/m32 {k1}{z}
EVEX.256.F3.0F38.W0 23 /rVPMOVSDW xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 24 /rVPMOVSQW xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 25 /rVPMOVSQD xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 26 /rVPTESTNMB k2 {k1}
EVEX.256.F3.0F38.W0 27 /rVPTESTNMD k2 {k1}
EVEX.256.F3.0F38.W0 28 /rVPMOVM2B ymm1
EVEX.256.F3.0F38.W0 29 /rVPMOVB2M k1
EVEX.256.F3.0F38.W0 30 /rVPMOVWB xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 31 /rVPMOVDB xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 32 /rVPMOVQB xmm1/m32 {k1}{z}
EVEX.256.F3.0F38.W0 33 /rVPMOVDW xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 34 /rVPMOVQW xmm1/m64 {k1}{z}
EVEX.256.F3.0F38.W0 35 /rVPMOVQD xmm1/m128 {k1}{z}
EVEX.256.F3.0F38.W0 38 /rVPMOVM2D ymm1
EVEX.256.F3.0F38.W0 39 /rVPMOVD2M k1
EVEX.256.F3.0F38.W0 3A /rVPBROADCASTMW2D ymm1
EVEX.256.F3.0F38.W0 52 /rVDPBF16PS ymm1{k1}{z}
EVEX.256.F3.0F38.W0 72 /rVCVTNEPS2BF16 xmm1{k1}{z}
EVEX.256.F3.0F38.W0 k1
EVEX.256.F3.0F38.W0 ymm1
EVEX.256.F3.0F38.W0 ymm2
EVEX.256.F3.0F38.W0 ymm2/m256/m32bcst
EVEX.256.F3.0F38.W0 ymm3/m256
EVEX.256.F3.0F38.W0 ymm3/m256/m32bcst
EVEX.256.F3.0F38.W1 26 /rVPTESTNMW k2 {k1}
EVEX.256.F3.0F38.W1 27 /rVPTESTNMQ k2 {k1}
EVEX.256.F3.0F38.W1 28 /rVPMOVM2W ymm1
EVEX.256.F3.0F38.W1 29 /rVPMOVW2M k1
EVEX.256.F3.0F38.W1 2A /rVPBROADCASTMB2Q ymm1
EVEX.256.F3.0F38.W1 38 /rVPMOVM2Q ymm1
EVEX.256.F3.0F38.W1 39 /rVPMOVQ2M k1
EVEX.256.F3.0F38.W1 k1
EVEX.256.F3.0F38.W1 ymm1
EVEX.256.F3.0F38.W1 ymm2
EVEX.256.F3.0F38.W1 ymm3/m256
EVEX.256.F3.0F38.W1 ymm3/m256/m64bcst
EVEX.256.F3.MAP5.W0 5B /rVCVTTPH2DQ ymm1{k1}{z}
EVEX.256.F3.MAP5.W0 7D /rVCVTW2PH ymm1{k1}{z}
EVEX.256.F3.MAP5.W0 xmm2/m128/m16bcst
EVEX.256.F3.MAP5.W0 ymm2/m256/m16bcst
EVEX.256.F3.MAP6.W0 56 /rVFMADDCPH ymm1{k1}{z}
EVEX.256.F3.MAP6.W0 D6 /rVFMULCPH ymm1{k1}{z}
EVEX.256.F3.MAP6.W0 ymm2
EVEX.256.F3.MAP6.W0 ymm3/m256/m32bcst
EVEX.256.NP.0F3A.W0 08 /r /ibVRNDSCALEPH ymm1{k1}{z}
EVEX.256.NP.0F3A.W0 26 /r /ibVGETMANTPH ymm1{k1}{z}
EVEX.256.NP.0F3A.W0 56 /r /ibVREDUCEPH ymm1{k1}{z}
EVEX.256.NP.0F3A.W0 66 /r /ibVFPCLASSPH k1{k2}
EVEX.256.NP.0F3A.W0 C2 /r /ibVCMPPH k1{k2}
EVEX.256.NP.0F3A.W0 imm8
EVEX.256.NP.0F3A.W0 ymm1/m256/m16bcst
EVEX.256.NP.0F3A.W0 ymm2
EVEX.256.NP.0F3A.W0 ymm2/m256/m16bcst
EVEX.256.NP.0F3A.W0 ymm3/m256/m16bcst
EVEX.256.NP.MAP5.W0 51 /rVSQRTPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 58 /rVADDPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 59 /rVMULPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 5A /rVCVTPH2PD ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 5B /rVCVTDQ2PH xmm1{k1}{z}
EVEX.256.NP.MAP5.W0 5C /rVSUBPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 5D /rVMINPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 5E /rVDIVPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 5F /rVMAXPH ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 78 /rVCVTTPH2UDQ ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 79 /rVCVTPH2UDQ ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 7C /rVCVTTPH2UW ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 7D /rVCVTPH2UW ymm1{k1}{z}
EVEX.256.NP.MAP5.W0 xmm2/m128/m16bcst
EVEX.256.NP.MAP5.W0 xmm2/m64/m16bcst
EVEX.256.NP.MAP5.W0 ymm2
EVEX.256.NP.MAP5.W0 ymm2/m256/m16bcst
EVEX.256.NP.MAP5.W0 ymm2/m256/m32bcst
EVEX.256.NP.MAP5.W0 ymm3/m256/m16bcst
EVEX.256.NP.MAP5.W1 5B /rVCVTQQ2PH xmm1{k1}{z}
EVEX.256.NP.MAP5.W1 ymm2/m256/m64bcst
EVEX.512.0F.W0 10 /rVMOVUPS zmm1 {k1}{z}
EVEX.512.0F.W0 11 /rVMOVUPS zmm2/m512 {k1}{z}
EVEX.512.0F.W0 14 /rVUNPCKLPS zmm1 {k1}{z}
EVEX.512.0F.W0 15 /rVUNPCKHPS zmm1 {k1}{z}
EVEX.512.0F.W0 28 /rVMOVAPS zmm1 {k1}{z}
EVEX.512.0F.W0 29 /rVMOVAPS zmm2/m512 {k1}{z}
EVEX.512.0F.W0 2B /rVMOVNTPS m512
EVEX.512.0F.W0 51/rVSQRTPS zmm1 {k1}{z}
EVEX.512.0F.W0 54 /rVANDPS zmm1 {k1}{z}
EVEX.512.0F.W0 55 /rVANDNPS zmm1 {k1}{z}
EVEX.512.0F.W0 56 /rVORPS zmm1 {k1}{z}
EVEX.512.0F.W0 57 /rVXORPS zmm1 {k1}{z}
EVEX.512.0F.W0 58 /rVADDPS zmm1 {k1}{z}
EVEX.512.0F.W0 59 /rVMULPS zmm1 {k1}{z}
EVEX.512.0F.W0 5A /rVCVTPS2PD zmm1 {k1}{z}
EVEX.512.0F.W0 5B /rVCVTDQ2PS zmm1 {k1}{z}
EVEX.512.0F.W0 5C /rVSUBPS zmm1 {k1}{z}
EVEX.512.0F.W0 5D /rVMINPS zmm1 {k1}{z}
EVEX.512.0F.W0 5E /rVDIVPS zmm1 {k1}{z}
EVEX.512.0F.W0 5F /rVMAXPS zmm1 {k1}{z}
EVEX.512.0F.W0 78 /rVCVTTPS2UDQ zmm1 {k1}{z}
EVEX.512.0F.W0 79 /rVCVTPS2UDQ zmm1 {k1}{z}
EVEX.512.0F.W0 C2 /r ibVCMPPS k1 {k2}
EVEX.512.0F.W0 C6 /r ibVSHUFPS zmm1{k1}{z}
EVEX.512.0F.W0 imm8
EVEX.512.0F.W0 ymm2/m256/m32bcst {sae}
EVEX.512.0F.W0 zmm1
EVEX.512.0F.W0 zmm2
EVEX.512.0F.W0 zmm2/m512
EVEX.512.0F.W0 zmm2/m512/m32bcst {er}
EVEX.512.0F.W0 zmm2/m512/m32bcst {sae}
EVEX.512.0F.W0 zmm2/m512/m32bcst{er}
EVEX.512.0F.W0 zmm3/m512/m32bcst
EVEX.512.0F.W0 zmm3/m512/m32bcst {er}
EVEX.512.0F.W0 zmm3/m512/m32bcst {sae}
EVEX.512.0F.W0 zmm3/m512/m32bcst{er}
EVEX.512.0F.W0 zmm3/m512/m32bcst{sae}
EVEX.512.0F.W1 5B /rVCVTQQ2PS ymm1 {k1}{z}
EVEX.512.0F.W1 78 /rVCVTTPD2UDQ ymm1 {k1}{z}
EVEX.512.0F.W1 79 /rVCVTPD2UDQ ymm1 {k1}{z}
EVEX.512.0F.W1 zmm2/m512/m64bcst {er}
EVEX.512.0F.W1 zmm2/m512/m64bcst {sae}
EVEX.512.66.0F DA /rVPMINUB zmm1 {k1}{z}
EVEX.512.66.0F zmm2
EVEX.512.66.0F zmm3/m512
EVEX.512.66.0F.W0 5B /rVCVTPS2DQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 62 /rVPUNPCKLDQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 66 /rVPCMPGTD k1 {k2}
EVEX.512.66.0F.W0 6A /rVPUNPCKHDQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 6B /rVPACKSSDW zmm1 {k1}{z}
EVEX.512.66.0F.W0 6F /rVMOVDQA32 zmm1 {k1}{z}
EVEX.512.66.0F.W0 70 /r ibVPSHUFD zmm1 {k1}{z}
EVEX.512.66.0F.W0 72 /0 ibVPRORD zmm1 {k1}{z}
EVEX.512.66.0F.W0 72 /1 ibVPROLD zmm1 {k1}{z}
EVEX.512.66.0F.W0 72 /2 ibVPSRLD zmm1 {k1}{z}
EVEX.512.66.0F.W0 72 /4 ibVPSRAD zmm1 {k1}{z}
EVEX.512.66.0F.W0 72 /6 ibVPSLLD zmm1 {k1}{z}
EVEX.512.66.0F.W0 76 /rVPCMPEQD k1 {k2}
EVEX.512.66.0F.W0 78 /rVCVTTPS2UQQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 79 /rVCVTPS2UQQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 7A /rVCVTTPS2QQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 7B /rVCVTPS2QQ zmm1 {k1}{z}
EVEX.512.66.0F.W0 7F /rVMOVDQA32 zmm2/m512 {k1}{z}
EVEX.512.66.0F.W0 D2 /rVPSRLD zmm1 {k1}{z}
EVEX.512.66.0F.W0 DB /rVPANDD zmm1 {k1}{z}
EVEX.512.66.0F.W0 DF /rVPANDND zmm1 {k1}{z}
EVEX.512.66.0F.W0 E2 /rVPSRAD zmm1 {k1}{z}
EVEX.512.66.0F.W0 E7 /rVMOVNTDQ m512
EVEX.512.66.0F.W0 EB /rVPORD zmm1 {k1}{z}
EVEX.512.66.0F.W0 EF /rVPXORD zmm1 {k1}{z}
EVEX.512.66.0F.W0 F2 /rVPSLLD zmm1 {k1}{z}
EVEX.512.66.0F.W0 FA /rVPSUBD zmm1 {k1}{z}
EVEX.512.66.0F.W0 FE /rVPADDD zmm1 {k1}{z}
EVEX.512.66.0F.W0 imm8
EVEX.512.66.0F.W0 xmm3/m128
EVEX.512.66.0F.W0 ymm2/m256/m32bcst {er}
EVEX.512.66.0F.W0 ymm2/m256/m32bcst {sae}
EVEX.512.66.0F.W0 zmm1
EVEX.512.66.0F.W0 zmm2
EVEX.512.66.0F.W0 zmm2/m512
EVEX.512.66.0F.W0 zmm2/m512/m32bcst
EVEX.512.66.0F.W0 zmm2/m512/m32bcst {er}
EVEX.512.66.0F.W0 zmm3/m512/m32bcst
EVEX.512.66.0F.W1 10 /rVMOVUPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 11 /rVMOVUPD zmm2/m512 {k1}{z}
EVEX.512.66.0F.W1 14 /rVUNPCKLPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 15 /rVUNPCKHPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 28 /rVMOVAPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 29 /rVMOVAPD zmm2/m512 {k1}{z}
EVEX.512.66.0F.W1 2B /rVMOVNTPD m512
EVEX.512.66.0F.W1 51 /rVSQRTPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 54 /rVANDPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 55 /rVANDNPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 56 /rVORPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 57 /rVXORPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 58 /rVADDPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 59 /rVMULPD zmm1 {k1}{z}
