Original,Opcode,Instruction
VEX.128.66.0F38.W1 EF !(11):rrr:bbbCMPNLEXADD m64,,VEX.128.66.0F38.W1 EF !(11):rrr:bbbCMPNLEXADD m64
VEX.128.66.0F38.W1 m128,,VEX.128.66.0F38.W1 m128
VEX.128.66.0F38.W1 r64,,VEX.128.66.0F38.W1 r64
VEX.128.66.0F38.W1 vm32x,,VEX.128.66.0F38.W1 vm32x
VEX.128.66.0F38.W1 vm64x,,VEX.128.66.0F38.W1 vm64x
VEX.128.66.0F38.W1 xmm1,,VEX.128.66.0F38.W1 xmm1
VEX.128.66.0F38.W1 xmm2,,VEX.128.66.0F38.W1 xmm2
VEX.128.66.0F38.W1 xmm3/m128,,VEX.128.66.0F38.W1 xmm3
VEX.128.66.0F38.W1 xmm3/m128,,VEX.128.66.0F38.W1 m128
VEX.128.66.0F38.WIG 00 /rVPSHUFB xmm1,VEX.128.66.0F38.WIG 00 /r,VPSHUFB xmm1
VEX.128.66.0F38.WIG 01 /rVPHADDW xmm1,VEX.128.66.0F38.WIG 01 /r,VPHADDW xmm1
VEX.128.66.0F38.WIG 02 /rVPHADDD xmm1,VEX.128.66.0F38.WIG 02 /r,VPHADDD xmm1
VEX.128.66.0F38.WIG 03 /rVPHADDSW xmm1,VEX.128.66.0F38.WIG 03 /r,VPHADDSW xmm1
VEX.128.66.0F38.WIG 04 /rVPMADDUBSW xmm1,VEX.128.66.0F38.WIG 04 /r,VPMADDUBSW xmm1
VEX.128.66.0F38.WIG 05 /rVPHSUBW xmm1,VEX.128.66.0F38.WIG 05 /r,VPHSUBW xmm1
VEX.128.66.0F38.WIG 06 /rVPHSUBD xmm1,VEX.128.66.0F38.WIG 06 /r,VPHSUBD xmm1
VEX.128.66.0F38.WIG 07 /rVPHSUBSW xmm1,VEX.128.66.0F38.WIG 07 /r,VPHSUBSW xmm1
VEX.128.66.0F38.WIG 08 /rVPSIGNB xmm1,VEX.128.66.0F38.WIG 08 /r,VPSIGNB xmm1
VEX.128.66.0F38.WIG 09 /rVPSIGNW xmm1,VEX.128.66.0F38.WIG 09 /r,VPSIGNW xmm1
VEX.128.66.0F38.WIG 0A /rVPSIGND xmm1,VEX.128.66.0F38.WIG 0A /r,VPSIGND xmm1
VEX.128.66.0F38.WIG 0B /rVPMULHRSW xmm1,VEX.128.66.0F38.WIG 0B /r,VPMULHRSW xmm1
VEX.128.66.0F38.WIG 17 /rVPTEST xmm1,VEX.128.66.0F38.WIG 17 /r,VPTEST xmm1
VEX.128.66.0F38.WIG 1C /rVPABSB xmm1,VEX.128.66.0F38.WIG 1C /r,VPABSB xmm1
VEX.128.66.0F38.WIG 1D /rVPABSW xmm1,VEX.128.66.0F38.WIG 1D /r,VPABSW xmm1
VEX.128.66.0F38.WIG 1E /rVPABSD xmm1,VEX.128.66.0F38.WIG 1E /r,VPABSD xmm1
VEX.128.66.0F38.WIG 20 /rVPMOVSXBW xmm1,VEX.128.66.0F38.WIG 20 /r,VPMOVSXBW xmm1
VEX.128.66.0F38.WIG 21 /rVPMOVSXBD xmm1,VEX.128.66.0F38.WIG 21 /r,VPMOVSXBD xmm1
VEX.128.66.0F38.WIG 22 /rVPMOVSXBQ xmm1,VEX.128.66.0F38.WIG 22 /r,VPMOVSXBQ xmm1
VEX.128.66.0F38.WIG 23 /rVPMOVSXWD xmm1,VEX.128.66.0F38.WIG 23 /r,VPMOVSXWD xmm1
VEX.128.66.0F38.WIG 24 /rVPMOVSXWQ xmm1,VEX.128.66.0F38.WIG 24 /r,VPMOVSXWQ xmm1
VEX.128.66.0F38.WIG 25 /rVPMOVSXDQ xmm1,VEX.128.66.0F38.WIG 25 /r,VPMOVSXDQ xmm1
VEX.128.66.0F38.WIG 28 /rVPMULDQ xmm1,VEX.128.66.0F38.WIG 28 /r,VPMULDQ xmm1
VEX.128.66.0F38.WIG 29 /rVPCMPEQQ xmm1,VEX.128.66.0F38.WIG 29 /r,VPCMPEQQ xmm1
VEX.128.66.0F38.WIG 2A /rVMOVNTDQA xmm1,VEX.128.66.0F38.WIG 2A /r,VMOVNTDQA xmm1
VEX.128.66.0F38.WIG 30 /rVPMOVZXBW xmm1,VEX.128.66.0F38.WIG 30 /r,VPMOVZXBW xmm1
VEX.128.66.0F38.WIG 31 /rVPMOVZXBD xmm1,VEX.128.66.0F38.WIG 31 /r,VPMOVZXBD xmm1
VEX.128.66.0F38.WIG 32 /rVPMOVZXBQ xmm1,VEX.128.66.0F38.WIG 32 /r,VPMOVZXBQ xmm1
VEX.128.66.0F38.WIG 33 /rVPMOVZXWD xmm1,VEX.128.66.0F38.WIG 33 /r,VPMOVZXWD xmm1
VEX.128.66.0F38.WIG 34 /rVPMOVZXWQ xmm1,VEX.128.66.0F38.WIG 34 /r,VPMOVZXWQ xmm1
VEX.128.66.0F38.WIG 37 /rVPCMPGTQ xmm1,VEX.128.66.0F38.WIG 37 /r,VPCMPGTQ xmm1
VEX.128.66.0F38.WIG 39 /rVPMINSD xmm1,VEX.128.66.0F38.WIG 39 /r,VPMINSD xmm1
VEX.128.66.0F38.WIG 3B /rVPMINUD xmm1,VEX.128.66.0F38.WIG 3B /r,VPMINUD xmm1
VEX.128.66.0F38.WIG 3C /rVPMAXSB xmm1,VEX.128.66.0F38.WIG 3C /r,VPMAXSB xmm1
VEX.128.66.0F38.WIG 3D /rVPMAXSD xmm1,VEX.128.66.0F38.WIG 3D /r,VPMAXSD xmm1
VEX.128.66.0F38.WIG 3F /rVPMAXUD xmm1,VEX.128.66.0F38.WIG 3F /r,VPMAXUD xmm1
VEX.128.66.0F38.WIG 40 /rVPMULLD xmm1,VEX.128.66.0F38.WIG 40 /r,VPMULLD xmm1
VEX.128.66.0F38.WIG 41 /rVPHMINPOSUW xmm1,VEX.128.66.0F38.WIG 41 /r,VPHMINPOSUW xmm1
VEX.128.66.0F38.WIG DB /rVAESIMC xmm1,VEX.128.66.0F38.WIG DB /r,VAESIMC xmm1
VEX.128.66.0F38.WIG DC /rVAESENC xmm1,VEX.128.66.0F38.WIG DC /r,VAESENC xmm1
VEX.128.66.0F38.WIG DD /rVAESENCLAST xmm1,VEX.128.66.0F38.WIG DD /r,VAESENCLAST xmm1
VEX.128.66.0F38.WIG DE /rVAESDEC xmm1,VEX.128.66.0F38.WIG DE /r,VAESDEC xmm1
VEX.128.66.0F38.WIG DF /rVAESDECLAST xmm1,VEX.128.66.0F38.WIG DF /r,VAESDECLAST xmm1
VEX.128.66.0F38.WIG m128,,VEX.128.66.0F38.WIG m128
VEX.128.66.0F38.WIG xmm2,,VEX.128.66.0F38.WIG xmm2
VEX.128.66.0F38.WIG xmm2/m128,,VEX.128.66.0F38.WIG xmm2
VEX.128.66.0F38.WIG xmm2/m128,,VEX.128.66.0F38.WIG m128
VEX.128.66.0F38.WIG xmm2/m16,,VEX.128.66.0F38.WIG xmm2
VEX.128.66.0F38.WIG xmm2/m16,,VEX.128.66.0F38.WIG m16
VEX.128.66.0F38.WIG xmm2/m32,,VEX.128.66.0F38.WIG xmm2
VEX.128.66.0F38.WIG xmm2/m32,,VEX.128.66.0F38.WIG m32
VEX.128.66.0F38.WIG xmm2/m64,,VEX.128.66.0F38.WIG xmm2
VEX.128.66.0F38.WIG xmm2/m64,,VEX.128.66.0F38.WIG m64
VEX.128.66.0F38.WIG xmm3/m128,,VEX.128.66.0F38.WIG xmm3
VEX.128.66.0F38.WIG xmm3/m128,,VEX.128.66.0F38.WIG m128
VEX.128.66.0F3A 60 /r ibVPCMPESTRM xmm1,,VEX.128.66.0F3A 60 /r ibVPCMPESTRM xmm1
VEX.128.66.0F3A 61 /r ibVPCMPESTRI xmm1,,VEX.128.66.0F3A 61 /r ibVPCMPESTRI xmm1
VEX.128.66.0F3A imm8,,VEX.128.66.0F3A imm8
VEX.128.66.0F3A xmm2/m128,,VEX.128.66.0F3A xmm2
VEX.128.66.0F3A xmm2/m128,,VEX.128.66.0F3A m128
VEX.128.66.0F3A.W0 02 /r ibVPBLENDD xmm1,,VEX.128.66.0F3A.W0 02 /r ibVPBLENDD xmm1
VEX.128.66.0F3A.W0 04 /r ibVPERMILPS xmm1,,VEX.128.66.0F3A.W0 04 /r ibVPERMILPS xmm1
VEX.128.66.0F3A.W0 05 /r ibVPERMILPD xmm1,,VEX.128.66.0F3A.W0 05 /r ibVPERMILPD xmm1
VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg/m8,,VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg
VEX.128.66.0F3A.W0 14 /r ibVPEXTRB reg/m8,,VEX.128.66.0F3A.W0 14 /r ibVPEXTRB m8
VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg/m16,,VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg
VEX.128.66.0F3A.W0 15 /r ibVPEXTRW reg/m16,,VEX.128.66.0F3A.W0 15 /r ibVPEXTRW m16
VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32/m32,,VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32
VEX.128.66.0F3A.W0 16 /r ibVPEXTRD r32/m32,,VEX.128.66.0F3A.W0 16 /r ibVPEXTRD m32
VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1/m64,,VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1
VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH xmm1/m64,,VEX.128.66.0F3A.W0 1D /r ibVCVTPS2PH m64
VEX.128.66.0F3A.W0 20 /r ibVPINSRB xmm1,,VEX.128.66.0F3A.W0 20 /r ibVPINSRB xmm1
VEX.128.66.0F3A.W0 22 /r ibVPINSRD xmm1,,VEX.128.66.0F3A.W0 22 /r ibVPINSRD xmm1
VEX.128.66.0F3A.W0 4A /r /is4VBLENDVPS xmm1,,VEX.128.66.0F3A.W0 4A /r /is4VBLENDVPS xmm1
VEX.128.66.0F3A.W0 4B /r /is4VBLENDVPD xmm1,,VEX.128.66.0F3A.W0 4B /r /is4VBLENDVPD xmm1
VEX.128.66.0F3A.W0 4C /r /is4VPBLENDVB xmm1,,VEX.128.66.0F3A.W0 4C /r /is4VPBLENDVB xmm1
VEX.128.66.0F3A.W0 DE /r /ibVSM3RNDS2 xmm1,,VEX.128.66.0F3A.W0 DE /r /ibVSM3RNDS2 xmm1
VEX.128.66.0F3A.W0 imm8,,VEX.128.66.0F3A.W0 imm8
VEX.128.66.0F3A.W0 r/m32,,VEX.128.66.0F3A.W0 r32
VEX.128.66.0F3A.W0 r/m32,,VEX.128.66.0F3A.W0 m32
VEX.128.66.0F3A.W0 r32/m8,,VEX.128.66.0F3A.W0 r32
VEX.128.66.0F3A.W0 r32/m8,,VEX.128.66.0F3A.W0 m8
VEX.128.66.0F3A.W0 xmm2,,VEX.128.66.0F3A.W0 xmm2
VEX.128.66.0F3A.W0 xmm2/m128,,VEX.128.66.0F3A.W0 xmm2
VEX.128.66.0F3A.W0 xmm2/m128,,VEX.128.66.0F3A.W0 m128
VEX.128.66.0F3A.W0 xmm3/m128,,VEX.128.66.0F3A.W0 xmm3
VEX.128.66.0F3A.W0 xmm3/m128,,VEX.128.66.0F3A.W0 m128
VEX.128.66.0F3A.W0 xmm4,,VEX.128.66.0F3A.W0 xmm4
VEX.128.66.0F3A.W1 16 /r ibVPEXTRQ r64/m64,,VEX.128.66.0F3A.W1 16 /r ibVPEXTRQ r64
VEX.128.66.0F3A.W1 16 /r ibVPEXTRQ r64/m64,,VEX.128.66.0F3A.W1 16 /r ibVPEXTRQ m64
VEX.128.66.0F3A.W1 22 /r ibVPINSRQ xmm1,,VEX.128.66.0F3A.W1 22 /r ibVPINSRQ xmm1
VEX.128.66.0F3A.W1 CE /r /ibVGF2P8AFFINEQB xmm1,,VEX.128.66.0F3A.W1 CE /r /ibVGF2P8AFFINEQB xmm1
VEX.128.66.0F3A.W1 CF /r /ibVGF2P8AFFINEINVQB xmm1,,VEX.128.66.0F3A.W1 CF /r /ibVGF2P8AFFINEINVQB xmm1
VEX.128.66.0F3A.W1 imm8,,VEX.128.66.0F3A.W1 imm8
VEX.128.66.0F3A.W1 r/m64,,VEX.128.66.0F3A.W1 r64
VEX.128.66.0F3A.W1 r/m64,,VEX.128.66.0F3A.W1 m64
VEX.128.66.0F3A.W1 xmm2,,VEX.128.66.0F3A.W1 xmm2
VEX.128.66.0F3A.W1 xmm3/m128,,VEX.128.66.0F3A.W1 xmm3
VEX.128.66.0F3A.W1 xmm3/m128,,VEX.128.66.0F3A.W1 m128
VEX.128.66.0F3A.WIG 08 /r ibVROUNDPS xmm1,,VEX.128.66.0F3A.WIG 08 /r ibVROUNDPS xmm1
VEX.128.66.0F3A.WIG 09 /r ibVROUNDPD xmm1,,VEX.128.66.0F3A.WIG 09 /r ibVROUNDPD xmm1
VEX.128.66.0F3A.WIG 0C /r ibVBLENDPS xmm1,,VEX.128.66.0F3A.WIG 0C /r ibVBLENDPS xmm1
VEX.128.66.0F3A.WIG 0D /r ibVBLENDPD xmm1,,VEX.128.66.0F3A.WIG 0D /r ibVBLENDPD xmm1
VEX.128.66.0F3A.WIG 0E /r ibVPBLENDW xmm1,,VEX.128.66.0F3A.WIG 0E /r ibVPBLENDW xmm1
VEX.128.66.0F3A.WIG 0F /r ibVPALIGNR xmm1,,VEX.128.66.0F3A.WIG 0F /r ibVPALIGNR xmm1
VEX.128.66.0F3A.WIG 17 /r ibVEXTRACTPS reg/m32,,VEX.128.66.0F3A.WIG 17 /r ibVEXTRACTPS reg
VEX.128.66.0F3A.WIG 17 /r ibVEXTRACTPS reg/m32,,VEX.128.66.0F3A.WIG 17 /r ibVEXTRACTPS m32
VEX.128.66.0F3A.WIG 21 /r ibVINSERTPS xmm1,,VEX.128.66.0F3A.WIG 21 /r ibVINSERTPS xmm1
VEX.128.66.0F3A.WIG 40 /r ibVDPPS xmm1,,VEX.128.66.0F3A.WIG 40 /r ibVDPPS xmm1
VEX.128.66.0F3A.WIG 41 /r ibVDPPD xmm1,,VEX.128.66.0F3A.WIG 41 /r ibVDPPD xmm1
VEX.128.66.0F3A.WIG 42 /r ibVMPSADBW xmm1,,VEX.128.66.0F3A.WIG 42 /r ibVMPSADBW xmm1
VEX.128.66.0F3A.WIG 44 /r ibVPCLMULQDQ xmm1,,VEX.128.66.0F3A.WIG 44 /r ibVPCLMULQDQ xmm1
VEX.128.66.0F3A.WIG 62 /r ibVPCMPISTRM xmm1,,VEX.128.66.0F3A.WIG 62 /r ibVPCMPISTRM xmm1
VEX.128.66.0F3A.WIG 63 /r ibVPCMPISTRI xmm1,,VEX.128.66.0F3A.WIG 63 /r ibVPCMPISTRI xmm1
VEX.128.66.0F3A.WIG DF /r ibVAESKEYGENASSIST xmm1,,VEX.128.66.0F3A.WIG DF /r ibVAESKEYGENASSIST xmm1
VEX.128.66.0F3A.WIG imm8,,VEX.128.66.0F3A.WIG imm8
VEX.128.66.0F3A.WIG xmm1,,VEX.128.66.0F3A.WIG xmm1
VEX.128.66.0F3A.WIG xmm2,,VEX.128.66.0F3A.WIG xmm2
VEX.128.66.0F3A.WIG xmm2/m128,,VEX.128.66.0F3A.WIG xmm2
VEX.128.66.0F3A.WIG xmm2/m128,,VEX.128.66.0F3A.WIG m128
VEX.128.66.0F3A.WIG xmm3/m128,,VEX.128.66.0F3A.WIG xmm3
VEX.128.66.0F3A.WIG xmm3/m128,,VEX.128.66.0F3A.WIG m128
VEX.128.66.0F3A.WIG xmm3/m32,,VEX.128.66.0F3A.WIG xmm3
VEX.128.66.0F3A.WIG xmm3/m32,,VEX.128.66.0F3A.WIG m32
VEX.128.660F.WIG DC /rVPADDUSB xmm1,VEX.128.660F.WIG DC /r,VPADDUSB xmm1
VEX.128.660F.WIG xmm2,,VEX.128.660F.WIG xmm2
VEX.128.660F.WIG xmm3/m128,,VEX.128.660F.WIG xmm3
VEX.128.660F.WIG xmm3/m128,,VEX.128.660F.WIG m128
VEX.128.F2.0F.WIG 12 /rVMOVDDUP xmm1,VEX.128.F2.0F.WIG 12 /r,VMOVDDUP xmm1
VEX.128.F2.0F.WIG 70 /r ibVPSHUFLW xmm1,,VEX.128.F2.0F.WIG 70 /r ibVPSHUFLW xmm1
VEX.128.F2.0F.WIG 7C /rVHADDPS xmm1,VEX.128.F2.0F.WIG 7C /r,VHADDPS xmm1
VEX.128.F2.0F.WIG 7D /rVHSUBPS xmm1,VEX.128.F2.0F.WIG 7D /r,VHSUBPS xmm1
VEX.128.F2.0F.WIG D0 /rVADDSUBPS xmm1,VEX.128.F2.0F.WIG D0 /r,VADDSUBPS xmm1
VEX.128.F2.0F.WIG E6 /rVCVTPD2DQ xmm1,VEX.128.F2.0F.WIG E6 /r,VCVTPD2DQ xmm1
VEX.128.F2.0F.WIG F0 /rVLDDQU xmm1,VEX.128.F2.0F.WIG F0 /r,VLDDQU xmm1
VEX.128.F2.0F.WIG imm8,,VEX.128.F2.0F.WIG imm8
VEX.128.F2.0F.WIG m128,,VEX.128.F2.0F.WIG m128
VEX.128.F2.0F.WIG xmm2,,VEX.128.F2.0F.WIG xmm2
VEX.128.F2.0F.WIG xmm2/m128,,VEX.128.F2.0F.WIG xmm2
VEX.128.F2.0F.WIG xmm2/m128,,VEX.128.F2.0F.WIG m128
VEX.128.F2.0F.WIG xmm2/m64,,VEX.128.F2.0F.WIG xmm2
VEX.128.F2.0F.WIG xmm2/m64,,VEX.128.F2.0F.WIG m64
VEX.128.F2.0F.WIG xmm3/m128,,VEX.128.F2.0F.WIG xmm3
VEX.128.F2.0F.WIG xmm3/m128,,VEX.128.F2.0F.WIG m128
VEX.128.F2.0F38.W0 49 11:rrr:000TILEZERO tmm1,,VEX.128.F2.0F38.W0 49 11:rrr:000TILEZERO tmm1
VEX.128.F2.0F38.W0 4B !(11):rrr:100TILELOADD tmm1,,VEX.128.F2.0F38.W0 4B !(11):rrr:100TILELOADD tmm1
VEX.128.F2.0F38.W0 50 /rVPDPBSSD xmm1,VEX.128.F2.0F38.W0 50 /r,VPDPBSSD xmm1
VEX.128.F2.0F38.W0 51 /rVPDPBSSDS xmm1,VEX.128.F2.0F38.W0 51 /r,VPDPBSSDS xmm1
VEX.128.F2.0F38.W0 5C 11:rrr:bbbTDPFP16PS tmm1,,VEX.128.F2.0F38.W0 5C 11:rrr:bbbTDPFP16PS tmm1
VEX.128.F2.0F38.W0 5E 11:rrr:bbbTDPBSSD tmm1,,VEX.128.F2.0F38.W0 5E 11:rrr:bbbTDPBSSD tmm1
VEX.128.F2.0F38.W0 B0 !(11):rrr:bbbVCVTNEOBF162PS xmm1,,VEX.128.F2.0F38.W0 B0 !(11):rrr:bbbVCVTNEOBF162PS xmm1
VEX.128.F2.0F38.W0 DA /rVSM4RNDS4 xmm1,VEX.128.F2.0F38.W0 DA /r,VSM4RNDS4 xmm1
VEX.128.F2.0F38.W0 m128,,VEX.128.F2.0F38.W0 m128
VEX.128.F2.0F38.W0 sibmem,,VEX.128.F2.0F38.W0 sibmem
VEX.128.F2.0F38.W0 tmm2,,VEX.128.F2.0F38.W0 tmm2
VEX.128.F2.0F38.W0 tmm3,,VEX.128.F2.0F38.W0 tmm3
VEX.128.F2.0F38.W0 xmm2,,VEX.128.F2.0F38.W0 xmm2
VEX.128.F2.0F38.W0 xmm3/m128,,VEX.128.F2.0F38.W0 xmm3
VEX.128.F2.0F38.W0 xmm3/m128,,VEX.128.F2.0F38.W0 m128
VEX.128.F3.0F.WIG 12 /rVMOVSLDUP xmm1,VEX.128.F3.0F.WIG 12 /r,VMOVSLDUP xmm1
VEX.128.F3.0F.WIG 16 /rVMOVSHDUP xmm1,VEX.128.F3.0F.WIG 16 /r,VMOVSHDUP xmm1
VEX.128.F3.0F.WIG 5B /rVCVTTPS2DQ xmm1,VEX.128.F3.0F.WIG 5B /r,VCVTTPS2DQ xmm1
VEX.128.F3.0F.WIG 6F /rVMOVDQU xmm1,VEX.128.F3.0F.WIG 6F /r,VMOVDQU xmm1
VEX.128.F3.0F.WIG 70 /r ibVPSHUFHW xmm1,,VEX.128.F3.0F.WIG 70 /r ibVPSHUFHW xmm1
VEX.128.F3.0F.WIG 7E /rVMOVQ xmm1,VEX.128.F3.0F.WIG 7E /r,VMOVQ xmm1
VEX.128.F3.0F.WIG 7F /rVMOVDQU xmm2/m128,VEX.128.F3.0F.WIG 7F /r,VMOVDQU xmm2
VEX.128.F3.0F.WIG 7F /rVMOVDQU xmm2/m128,VEX.128.F3.0F.WIG 7F /r,VMOVDQU m128
VEX.128.F3.0F.WIG E6 /rVCVTDQ2PD xmm1,VEX.128.F3.0F.WIG E6 /r,VCVTDQ2PD xmm1
VEX.128.F3.0F.WIG imm8,,VEX.128.F3.0F.WIG imm8
VEX.128.F3.0F.WIG xmm1,,VEX.128.F3.0F.WIG xmm1
VEX.128.F3.0F.WIG xmm2/m128,,VEX.128.F3.0F.WIG xmm2
VEX.128.F3.0F.WIG xmm2/m128,,VEX.128.F3.0F.WIG m128
VEX.128.F3.0F.WIG xmm2/m64,,VEX.128.F3.0F.WIG xmm2
VEX.128.F3.0F.WIG xmm2/m64,,VEX.128.F3.0F.WIG m64
VEX.128.F3.0F38.W0 4B !(11):rrr:100TILESTORED sibmem,,VEX.128.F3.0F38.W0 4B !(11):rrr:100TILESTORED sibmem
VEX.128.F3.0F38.W0 50 /rVPDPBSUD xmm1,VEX.128.F3.0F38.W0 50 /r,VPDPBSUD xmm1
VEX.128.F3.0F38.W0 51 /rVPDPBSUDS xmm1,VEX.128.F3.0F38.W0 51 /r,VPDPBSUDS xmm1
VEX.128.F3.0F38.W0 5C 11:rrr:bbbTDPBF16PS tmm1,,VEX.128.F3.0F38.W0 5C 11:rrr:bbbTDPBF16PS tmm1
VEX.128.F3.0F38.W0 5E 11:rrr:bbbTDPBSUD tmm1,,VEX.128.F3.0F38.W0 5E 11:rrr:bbbTDPBSUD tmm1
VEX.128.F3.0F38.W0 72 /rVCVTNEPS2BF16 xmm1,VEX.128.F3.0F38.W0 72 /r,VCVTNEPS2BF16 xmm1
VEX.128.F3.0F38.W0 B0 !(11):rrr:bbbVCVTNEEBF162PS xmm1,,VEX.128.F3.0F38.W0 B0 !(11):rrr:bbbVCVTNEEBF162PS xmm1
VEX.128.F3.0F38.W0 B1 !(11):rrr:bbbVBCSTNEBF162PS xmm1,,VEX.128.F3.0F38.W0 B1 !(11):rrr:bbbVBCSTNEBF162PS xmm1
VEX.128.F3.0F38.W0 D2 /rVPDPWSUD xmm1,VEX.128.F3.0F38.W0 D2 /r,VPDPWSUD xmm1
VEX.128.F3.0F38.W0 D3 /rVPDPWSUDS xmm1,VEX.128.F3.0F38.W0 D3 /r,VPDPWSUDS xmm1
VEX.128.F3.0F38.W0 DA /rVSM4KEY4 xmm1,VEX.128.F3.0F38.W0 DA /r,VSM4KEY4 xmm1
VEX.128.F3.0F38.W0 m128,,VEX.128.F3.0F38.W0 m128
VEX.128.F3.0F38.W0 m16,,VEX.128.F3.0F38.W0 m16
VEX.128.F3.0F38.W0 tmm1,,VEX.128.F3.0F38.W0 tmm1
VEX.128.F3.0F38.W0 tmm2,,VEX.128.F3.0F38.W0 tmm2
VEX.128.F3.0F38.W0 tmm3,,VEX.128.F3.0F38.W0 tmm3
VEX.128.F3.0F38.W0 xmm2,,VEX.128.F3.0F38.W0 xmm2
VEX.128.F3.0F38.W0 xmm2/m128,,VEX.128.F3.0F38.W0 xmm2
VEX.128.F3.0F38.W0 xmm2/m128,,VEX.128.F3.0F38.W0 m128
VEX.128.F3.0F38.W0 xmm3/m128,,VEX.128.F3.0F38.W0 xmm3
VEX.128.F3.0F38.W0 xmm3/m128,,VEX.128.F3.0F38.W0 m128
VEX.128.NP.0F38.W0 49 !(11):000:bbbLDTILECFG m512,,VEX.128.NP.0F38.W0 49 !(11):000:bbbLDTILECFG m512
VEX.128.NP.0F38.W0 49 C0TILERELEASE,,VEX.128.NP.0F38.W0 49 C0TILERELEASE
VEX.128.NP.0F38.W0 50 /rVPDPBUUD xmm1,VEX.128.NP.0F38.W0 50 /r,VPDPBUUD xmm1
VEX.128.NP.0F38.W0 51 /rVPDPBUUDS xmm1,VEX.128.NP.0F38.W0 51 /r,VPDPBUUDS xmm1
VEX.128.NP.0F38.W0 5E 11:rrr:bbbTDPBUUD tmm1,,VEX.128.NP.0F38.W0 5E 11:rrr:bbbTDPBUUD tmm1
VEX.128.NP.0F38.W0 B0 !(11):rrr:bbbVCVTNEOPH2PS xmm1,,VEX.128.NP.0F38.W0 B0 !(11):rrr:bbbVCVTNEOPH2PS xmm1
VEX.128.NP.0F38.W0 D2 /rVPDPWUUD xmm1,VEX.128.NP.0F38.W0 D2 /r,VPDPWUUD xmm1
VEX.128.NP.0F38.W0 D3 /rVPDPWUUDS xmm1,VEX.128.NP.0F38.W0 D3 /r,VPDPWUUDS xmm1
VEX.128.NP.0F38.W0 DA /rVSM3MSG1 xmm1,VEX.128.NP.0F38.W0 DA /r,VSM3MSG1 xmm1
VEX.128.NP.0F38.W0 m128,,VEX.128.NP.0F38.W0 m128
VEX.128.NP.0F38.W0 tmm2,,VEX.128.NP.0F38.W0 tmm2
VEX.128.NP.0F38.W0 tmm3,,VEX.128.NP.0F38.W0 tmm3
VEX.128.NP.0F38.W0 xmm2,,VEX.128.NP.0F38.W0 xmm2
VEX.128.NP.0F38.W0 xmm3/m128,,VEX.128.NP.0F38.W0 xmm3
VEX.128.NP.0F38.W0 xmm3/m128,,VEX.128.NP.0F38.W0 m128
VEX.256.0F 54 /rVANDPS ymm1,VEX.256.0F 54 /r,VANDPS ymm1
VEX.256.0F 55 /rVANDNPS ymm1,VEX.256.0F 55 /r,VANDNPS ymm1
VEX.256.0F 56 /rVORPS ymm1,VEX.256.0F 56 /r,VORPS ymm1
VEX.256.0F ymm2,,VEX.256.0F ymm2
VEX.256.0F ymm3/m256,,VEX.256.0F ymm3
VEX.256.0F ymm3/m256,,VEX.256.0F m256
VEX.256.0F.WIG 10 /rVMOVUPS ymm1,VEX.256.0F.WIG 10 /r,VMOVUPS ymm1
VEX.256.0F.WIG 11 /rVMOVUPS ymm2/m256,VEX.256.0F.WIG 11 /r,VMOVUPS ymm2
VEX.256.0F.WIG 11 /rVMOVUPS ymm2/m256,VEX.256.0F.WIG 11 /r,VMOVUPS m256
VEX.256.0F.WIG 14 /rVUNPCKLPSymm1,VEX.256.0F.WIG 14 /r,VUNPCKLPSymm1
VEX.256.0F.WIG 15 /rVUNPCKHPS ymm1,VEX.256.0F.WIG 15 /r,VUNPCKHPS ymm1
VEX.256.0F.WIG 28 /rVMOVAPS ymm1,VEX.256.0F.WIG 28 /r,VMOVAPS ymm1
VEX.256.0F.WIG 29 /rVMOVAPS ymm2/m256,VEX.256.0F.WIG 29 /r,VMOVAPS ymm2
VEX.256.0F.WIG 29 /rVMOVAPS ymm2/m256,VEX.256.0F.WIG 29 /r,VMOVAPS m256
VEX.256.0F.WIG 2B /rVMOVNTPS m256,VEX.256.0F.WIG 2B /r,VMOVNTPS m256
VEX.256.0F.WIG 50 /rVMOVMSKPS reg,VEX.256.0F.WIG 50 /r,VMOVMSKPS reg
VEX.256.0F.WIG 51/rVSQRTPS ymm1,VEX.256.0F.WIG 51/r,VSQRTPS ymm1
VEX.256.0F.WIG 52 /rVRSQRTPS ymm1,VEX.256.0F.WIG 52 /r,VRSQRTPS ymm1
VEX.256.0F.WIG 53 /rVRCPPS ymm1,VEX.256.0F.WIG 53 /r,VRCPPS ymm1
VEX.256.0F.WIG 57 /rVXORPS ymm1,VEX.256.0F.WIG 57 /r,VXORPS ymm1
VEX.256.0F.WIG 58 /rVADDPS ymm1,VEX.256.0F.WIG 58 /r,VADDPS ymm1
